Timestamp,Ticker,Price,Size,Side
1756736338.762516,STOCK_1095_PE,54.3,10,BUY
1756736338.7688415,STOCK_1095_PE,54.3,10,BUY
1756736338.7758622,STOCK_1095_PE,54.3,10,BUY
1756736338.7822783,STOCK_1095_PE,54.3,5,BUY
1756736338.7888246,STOCK_1095_PE,54.9,10,BUY
1756736338.7953272,STOCK_1095_PE,54.9,10,BUY
1756736338.801611,STOCK_1095_PE,54.9,10,BUY
1756736338.8080494,STOCK_1095_PE,54.9,9,BUY
1756736338.8143337,STOCK_1095_PE,54.95,10,BUY
1756736338.8211884,STOCK_1095_PE,54.95,10,BUY
1756736338.8276422,STOCK_1095_PE,54.95,10,BUY
1756736338.8340893,STOCK_1095_PE,54.95,9,BUY
1756736338.8403497,STOCK_1095_PE,54.65,10,BUY
1756736338.8462858,STOCK_1095_PE,54.65,10,BUY
1756736338.8526824,STOCK_1095_PE,54.65,10,BUY
1756736338.8589914,STOCK_1095_PE,54.65,10,BUY
1756736338.86579,STOCK_1095_PE,54.65,1,BUY
1756736338.8718975,STOCK_1095_PE,54.25,6,BUY
1756736338.8782454,STOCK_1095_PE,54.5,10,BUY
1756736338.8849378,STOCK_1095_PE,54.5,10,BUY
1756736338.890969,STOCK_1095_PE,54.5,10,BUY
1756736338.8973897,STOCK_1095_PE,54.5,6,BUY
1756736338.9036546,STOCK_1095_PE,55.05,10,BUY
1756736338.9096317,STOCK_1095_PE,55.05,10,BUY
1756736338.9164143,STOCK_1095_PE,55.1,9,BUY
1756736338.9225686,STOCK_1095_PE,53.8,10,BUY
1756736338.9308012,STOCK_1095_PE,53.8,10,BUY
1756736338.9369924,STOCK_1095_PE,53.8,10,BUY
1756736338.9431882,STOCK_1095_PE,53.8,4,BUY
1756736338.9499369,STOCK_1095_PE,55.15,10,BUY
1756736338.9561622,STOCK_1095_PE,55.15,6,BUY
1756736338.9626944,STOCK_1095_PE,54.35,9,BUY
1756736338.9691434,STOCK_1095_PE,53.95,9,BUY
1756736338.9755328,STOCK_1095_PE,54.0,10,BUY
1756736338.9819076,STOCK_1095_PE,54.0,3,BUY
1756736338.9883661,STOCK_1095_PE,54.55,10,BUY
1756736338.9951465,STOCK_1095_PE,54.55,10,BUY
1756736339.0018823,STOCK_1095_PE,54.55,6,BUY
