macd_signal,rsi_signal,stoch_signal,status_signal,adx_signal,output
-1,0.65,0.39999999999999997,0.2607949312600891,68.88837707117598,0
-1,0.65,0.39999999999999997,0.18501095271038845,69.3713453398288,0
-1,0.65,0.39999999999999997,0.07034100842218437,70.92630110550823,0
-1,0.65,-0.4,0.1824015510859509,72.27392943576373,0
-1,0.65,-0.4,0.1255688836606805,73.44187398865184,0
-1,0.65,-0.4,-0.09151469485867232,75.47072245920944,0
-1,0.65,-0.4,-0.07528873173130249,77.22905780035937,0
-1,0.25,-0.4,-0.01506369433737632,78.75294842935597,0
-1,0.25,-0.7,-0.022919547520129004,80.07365364115303,0
-1,0.25,-1.5,-0.09035347198651089,81.21826482471047,0
-1,0.25,-1.5,0.00854900390863276,82.21026118379359,0
-1,0.25,-1.5,0.032253195620700816,83.06999136166563,0
-1,0.25,-1.5,-0.02575432840067591,83.81509084915473,0
-1,0.25,-1.5,-0.0908480442576044,84.46084373831195,0
-1,0.25,-1.5,-0.10736727246622481,85.20938791489984,0
0,0.25,-1.5,-0.014099084946519106,85.858126201276,0
0,0.25,-1.5,-0.05550382296315688,86.42036604946867,0
1,0.25,-1.5,0.0043381620652294065,86.907640584569,0
1,0.25,-1.5,0.021594717255082725,87.32994518165594,0
1,0.25,-1.5,-0.035946286043760996,87.69594249913129,0
1,0.25,-1.5,-0.16968462180949645,88.72347003059322,0
1,0.25,-1.5,-0.13858920892453408,89.61399389119354,0
0,-0.5,-1.5,-0.49624671187190655,90.86960050627903,0
0,-0.5,-1.5,-0.5224631322206824,91.96659463520044,0
0,-0.5,-1.5,-0.46780320346740567,92.91732288026566,0
0,-0.5,-1.5,-0.5795411062761496,93.76114136746591,0
0,-0.5,-1.5,-0.38099661230499704,94.49245072303945,0
1,-0.5,-1.5,0.042702614749348625,93.13123810840084,0
1,-0.5,-1.5,0.124149393105539,85.7947732231143,0
1,-0.5,-1.5,0.023219378411126982,79.43650365586598,0
1,-0.5,-1.5,-0.1383262140460994,73.92600336425076,0
1,-0.5,-1.5,0.06443526049797635,69.1502364448509,0
1,-0.5,-1.5,0.20689004943317685,60.57442227955848,0
1,-0.5,-0.7,0.007625972627342223,53.142050002971715,0
1,-0.75,-0.39999999999999997,-0.07989652722304737,46.700660696596515,0
1,-0.65,-0.39999999999999997,-0.3349614180579252,41.11812329773801,0
0,-0.65,-0.39999999999999997,-0.5253922129934541,36.27992421872731,0
0,-0.65,-0.39999999999999997,-0.4325087685633848,32.08681835025136,0
0,-0.65,-0.39999999999999997,-0.1444412160382549,28.452793264238878,0
1,-0.65,-0.7,-0.10990284061116676,25.30330485636139,0
1,-0.65,-0.7,0.10964681507517028,22.5737482362009,0
1,-0.65,-0.7,0.10943520181906653,20.208132498728475,-1
1,-0.65,-0.7,0.31015085476495546,26.009515590128117,-1
1,-0.65,-0.39999999999999997,0.37292504614592037,32.50152960281802,0
1,-0.65,-0.39999999999999997,0.2771595625741492,38.127941747149265,-1
1,-0.65,0.0,0.23665742765792075,43.00416560556968,0
1,-0.65,0.4,-0.09910387194710463,47.23022628286738,0
0,-0.65,0.4,-0.061692528010678795,50.892812203192044,0
-1,-0.65,0.4,-0.1700692250950035,54.06705333414009,0
-1,-0.65,0.4,-0.222671547229404,56.81806231429506,0
-1,-0.65,0.4,-0.15453865815705076,59.20227009709604,0
-1,-0.65,0.4,-0.37845762707387204,57.709219070968615,0
0,-0.65,0.4,-0.3255218686621979,56.415241514991514,0
0,-0.65,0.10000000000000003,-0.5063276341699351,58.304290761785865,1
0,-0.65,-0.19999999999999996,-0.6235100028182957,61.175717959795094,0
0,-0.25,-0.19999999999999996,-0.3030147688217878,63.66428819806976,0
0,-0.25,-0.19999999999999996,-0.2640407321103839,65.82104907124115,0
-1,-0.25,-0.19999999999999996,-0.028066879962638385,67.69024182798968,0
0,-0.25,-0.19999999999999996,0.07491217437591936,69.31020888383841,0
0,-0.25,-0.19999999999999996,0.14873076107799557,63.79701352451597,0
0,-0.25,-0.19999999999999996,-0.011748810361665103,59.01891087976985,0
0,-0.25,-0.19999999999999996,-0.2168569185697104,54.87788858765655,0
0,-0.25,-0.19999999999999996,-0.21416451600078742,51.28900260115835,0
0,-0.25,0.10000000000000003,-0.13392396864220213,48.17863474619325,0
0,-0.25,0.4,-0.05363216657847365,45.48298260522349,0
0,-0.25,0.4,-0.32468317084130305,43.14675074971637,0
0,-0.25,0.4,-0.5784608785516275,41.12201647494353,0
0,-0.25,0.10000000000000003,-0.5318581638569417,39.367246770140405,0
0,-0.25,-0.6,-0.6929396245121037,43.7880167030059,0
-1,-0.25,-1.5,-0.6310030228948004,47.61935064482266,0
-1,-0.25,-1.5,-0.3922118416933053,50.939840061063855,0
