macd_signal,rsi_signal,stoch_signal,status_signal,output
-1,-1.5,-0.7,-0.9999999999999774,0
-1,-1.5,-0.7,-0.9651928235789317,0
0,-1.5,-0.7,-1.0000000000000218,0
0,-1.5,-0.7,-1.0,0
0,-1.5,-0.7,-0.9540011777302461,0
1,-1.5,-1.5,-0.7908963430158924,0
1,-1.5,-1.5,-0.8349266410220276,0
0,-1.5,-1.5,-0.7704773801923598,0
0,-1.5,-1.5,-0.7501851035645056,0
0,-1.5,-1.5,-0.6964613632778875,0
0,-1.5,-1.5,-0.729490491019328,0
1,-1.5,-1.5,-0.8607427500974334,0
1,-1.5,-1.5,-0.9271401829771725,0
1,-1.5,-1.5,-0.9471582685993981,0
1,-0.65,-1.5,-0.9185017422343763,0
1,-0.65,-1.5,-0.8218893476079664,0
1,-0.65,-1.5,-0.9229388605653136,0
1,-0.65,-1.5,-1.0000000000000209,0
1,-0.65,-1.5,-0.9980352318449872,0
0,-0.65,-1.5,-1.00000000000002,0
0,-0.65,-1.5,-1.0000000000000198,0
0,-0.65,-1.5,-0.9259798320881371,0
0,-0.65,-1.5,-0.9029575767226528,0
1,-0.65,-1.5,-0.7811020682648382,0
1,-0.65,-1.5,-0.7058704343500836,0
1,-0.65,-1.5,-0.7042916218691767,0
1,-0.65,-0.7,-0.6964185831911318,0
1,-0.65,-1.5,-0.7650993205218004,0
1,-0.65,-0.7,-0.6853248996431968,0
1,-0.65,-0.39999999999999997,-0.6290670090676381,0
1,-0.65,-0.39999999999999997,-0.5625929916210405,0
1,-0.65,-0.39999999999999997,-0.5742213754287281,0
1,-0.65,-0.39999999999999997,-0.643640356101114,0
1,-0.65,-0.39999999999999997,-0.6926493190549585,0
1,-0.25,-0.39999999999999997,-0.7016090382820536,0
0,-0.25,-0.39999999999999997,-0.6572567580229862,0
0,-0.25,-0.7,-0.6726637008059059,0
0,-0.25,-0.7,-0.6863801169181365,0
0,-0.25,-1.5,-0.654645094200796,0
0,-0.25,-1.5,-0.6926679535207237,0
0,-0.25,-1.5,-0.6428160158873211,0
0,-0.25,-1.5,-0.6145986111817324,0
0,-0.25,-1.5,-0.5410064139638452,0
0,-0.25,-1.5,-0.6108878686196946,0
0,-0.25,-1.5,-0.5402266167903658,0
0,-0.25,-1.5,-0.5671661077957704,0
0,-0.25,-1.5,-0.5192927914904553,0
0,-0.25,-1.5,-0.5603040630545437,0
0,-0.25,-1.5,-0.48294294860965853,0
1,-0.25,-1.5,-0.4997153182096633,0
1,-0.25,-0.7,-0.4185645959824112,0
1,-0.25,-0.39999999999999997,-0.34165714018864085,0
1,-0.25,-0.39999999999999997,-0.3680956478802415,0
0,-0.25,0.0,-0.33654869416282107,0
0,-0.25,0.4,-0.2978860726795332,0
0,-0.25,0.0,-0.3868992984391044,0
0,-0.25,-0.39999999999999997,-0.4121564276597974,0
0,-0.25,-0.39999999999999997,-0.4732375191887477,0
-1,-0.25,-0.39999999999999997,-0.4827979545725606,0
-1,-0.25,-0.7,-0.48119312709692286,0
-1,-0.25,-1.5,-0.5063481248010188,0
-1,-0.25,-1.5,-0.5402946842194267,0
-1,-0.25,-1.5,-0.5902172536746638,0
-1,-0.25,-1.5,-0.5118645407076235,0
-1,0.0,-1.5,-0.6284512881348548,0
-1,0.0,-1.5,-0.6362819157234234,0
-1,0.0,-1.5,-0.7017436121463783,0
-1,0.0,-1.5,-0.7183439326842844,0
-1,0.0,-1.5,-0.7560388595303732,0
-1,0.0,-1.5,-0.6870765119429426,0
-1,0.0,-0.7,-0.6944348112553469,0
-1,0.0,-1.5,-0.6049976447808433,0
-1,0.0,-1.5,-0.5739046722620963,0
0,0.0,-1.5,-0.5049590688074851,0
0,0.0,-1.5,-0.4560960624091944,0
0,0.0,-0.6,-0.4879485548033805,0
0,0.0,-0.3,-0.4763939732756016,0
0,0.0,-0.6,-0.5231413551501356,0
0,0.0,-0.3,-0.4861903521402374,0
0,0.0,-1.5,-0.5744187983299954,0
0,0.0,-1.5,-0.5886834669272937,0
0,0.0,-1.5,-0.5935302881572045,0
-1,0.0,-1.5,-0.5752615037747079,0
-1,0.0,-1.5,-0.5674454544246399,0
-1,0.0,-1.5,-0.5589335683735172,0
-1,0.0,-1.5,-0.6024469942598513,0
-1,0.0,-1.5,-0.6621904733704479,0
-1,0.0,-1.5,-0.6578456569710633,0
0,0.0,-1.5,-0.6071309100281713,0
1,0.0,-1.5,-0.5002292659375474,0
1,0.0,-1.5,-0.4520526886249926,0
1,0.0,-1.5,-0.5979214583707201,0
0,0.0,-1.5,-0.6387954951387841,0
0,0.0,-1.5,-0.7128435849168344,0
0,0.0,-1.5,-0.6607577667956521,0
0,0.0,-1.5,-0.629760436842978,0
0,0.0,-1.5,-0.6112299928631644,0
0,0.0,-1.5,-0.5638680825532509,0
1,0.0,-1.5,-0.5693520327436064,0
1,0.0,-1.5,-0.4501764855443702,0
1,0.0,-1.5,-0.3548842079857169,0
1,0.0,-1.5,-0.4490252151409258,0
1,0.0,-1.5,-0.5837686929020334,0
0,0.0,-1.5,-0.536113366141595,0
0,0.0,-1.5,-0.4973538408585139,0
0,0.0,-1.5,-0.4750900632910035,0
0,0.0,-1.5,-0.46945995746183605,0
0,0.0,-1.5,-0.5191401824114327,0
0,0.0,-1.5,-0.4828114335985362,0
0,0.0,-1.5,-0.41183141575257926,0
0,0.0,-1.5,-0.4015516427441936,0
0,0.0,-1.5,-0.36617401939090133,0
1,0.0,-1.5,-0.3728215266539584,0
1,0.0,-1.5,-0.3830944629450755,0
1,0.0,-1.5,-0.45388227993327995,0
0,0.0,-1.5,-0.5471066385286715,0
0,0.0,-1.5,-0.6432220014984715,0
0,0.0,-1.5,-0.588834316142879,0
0,0.0,-0.7,-0.6363166151538568,0
-1,0.0,-0.39999999999999997,-0.6114617087642928,0
-1,0.0,-0.39999999999999997,-0.5352803145690277,0
-1,0.0,-0.7,-0.5484463321752614,0
0,0.0,-1.5,-0.6055555282992537,0
0,0.0,-1.5,-0.535811041598581,0
0,0.0,-1.5,-0.6177967603787172,0
0,0.0,-1.5,-0.5579749917356513,0
0,0.0,-1.5,-0.5524731381471483,0
1,0.0,-1.5,-0.49313961346298385,0
0,0.0,-1.5,-0.4267039511303198,0
0,0.0,-1.5,-0.33655970384946493,0
0,0.0,-1.5,-0.4033216079877177,0
0,0.0,-1.5,-0.4441064029695914,0
0,0.0,-1.5,-0.46377269727601084,0
0,0.0,-1.5,-0.42166344693403013,0
0,0.0,-1.5,-0.5333412874563752,0
-1,0.0,-1.5,-0.5831180585270634,0
-1,0.0,-1.5,-0.5565902244371503,0
-1,0.0,-1.5,-0.5053515165824507,0
-1,0.0,-1.5,-0.5110697288246286,0
0,0.0,-1.5,-0.3374841782184186,0
0,0.0,-1.5,-0.2941183733355902,0
0,0.0,-1.5,-0.2862658840458794,0
0,0.0,-1.5,-0.3428788825840386,0
0,0.0,-1.5,-0.27489520102766163,0
0,0.0,-1.5,-0.34687133692039734,0
1,0.0,-1.5,-0.392832451746682,0
1,0.0,-1.5,-0.3360152497028581,0
1,0.0,-1.5,-0.27415085211742185,0
1,0.0,-1.5,-0.3418835966794022,0
1,0.0,-0.7,-0.3122802665568827,0
1,0.0,-0.39999999999999997,-0.2798204480818993,0
1,0.0,-0.39999999999999997,-0.20242403411550763,0
1,0.0,-0.7,-0.2813222443481977,0
1,0.0,-1.5,-0.25162052506154375,0
1,0.0,-1.5,-0.1338799496587782,0
1,0.0,-0.7,-0.10954694899312373,0
1,0.0,-0.7,-0.21848006623135482,0
0,0.0,-0.7,-0.15836569306062762,0
0,0.0,-0.7,-0.13581503878716156,0
0,0.0,-0.7,-0.15372958667888376,0
0,0.0,-1.5,-0.15828199749251487,0
0,0.0,-1.5,-0.09126228744755453,0
0,0.0,-0.7,-0.11800540708702636,0
0,0.0,-0.39999999999999997,-0.0810584622450767,0
0,0.0,-0.39999999999999997,-0.07248041545986235,0
1,0.0,0.0,-0.0019155795413600722,0
1,0.0,0.4,0.05880596079596048,0
1,0.0,0.4,0.017831094654693094,-1
1,0.0,0.4,0.0002731254295916942,1
0,0.0,0.4,8.794352569249613e-05,1
0,0.0,0.4,-0.02995405194878036,1
0,0.0,0.4,0.024922730432230457,0
-1,0.0,-0.3,0.0019382518347761727,1
-1,0.0,-1.5,0.0099512552011173,0
-1,0.0,-0.6,0.06362291306094571,0
-1,0.0,-0.19999999999999996,0.09016121293219392,0
0,0.0,-0.19999999999999996,0.13065594031654496,0
0,0.0,-0.19999999999999996,0.11218262427814694,0
0,1.5,0.10000000000000003,0.18335534362395936,0
0,1.5,0.10000000000000003,0.1256158692738754,0
0,1.5,0.4,0.1484400438982335,0
0,1.5,0.4,0.1868510616253871,0
0,1.5,0.4,0.20029628382465373,0
0,1.5,0.4,0.2067934264830911,0
-1,1.5,0.4,0.17095330791262753,0
-1,1.5,0.4,0.12540492020997746,0
-1,1.5,0.4,0.19901570359862533,0
-1,1.5,0.4,0.11245094487148677,0
-1,0.65,0.10000000000000003,0.19213664325916477,0
-1,0.65,0.4,0.009818642315124644,0
-1,0.65,0.10000000000000003,-0.059842675575310186,0
-1,0.65,-0.19999999999999996,-0.10278960343696662,0
-1,0.65,-0.19999999999999996,-0.11525284249853,0
-1,0.65,0.10000000000000003,-0.1707208741426119,0
-1,0.65,0.39999999999999997,-0.15724243315982858,0
-1,0.65,0.39999999999999997,-0.1809534477211716,0
-1,0.65,0.0,-0.25328045984909753,0
-1,-0.35,-0.4,-0.6634429214067659,1
0,-0.35,-0.4,0.8764989728906889,0
0,-0.35,-0.4,0.8152736518299144,0
0,-0.35,0.39999999999999997,0.6710733450606899,0
0,-0.35,0.7,0.6477101846697464,0
1,-0.35,1.5,0.6586178783249766,0
1,-0.35,1.5,0.571685520343788,0
1,-0.35,1.5,0.47007036212121645,0
1,-0.35,0.7,0.4629881100669288,0
0,-0.35,0.39999999999999997,0.4211018536117491,0
0,0.0,-0.4,0.37836022254843155,0
0,-0.4,-0.4,0.49591563328014765,0
0,-0.4,-0.4,0.4884241575880751,0
0,-0.4,-1.5,0.6449199646886293,0
0,-0.4,-1.5,0.7312949039145049,0
0,-0.4,-1.5,0.5790398932049704,0
-1,-0.4,-1.5,0.48731556866388875,0
0,-0.4,-1.5,0.4388843825022689,0
0,-0.4,-1.5,0.4339531363511908,0
0,-0.4,-1.5,0.3161404741845023,0
0,-0.4,-1.5,0.19969267295353652,0
0,-0.4,-1.5,0.11081786996816767,0
0,-0.4,-1.5,0.16500509267306687,0
0,-0.4,-1.5,0.05277766096272844,0
0,-0.4,-1.5,-0.18292649596550356,0
0,-0.4,-1.5,-0.2032961033282929,0
0,-0.4,-0.7,0.0,0
0,-0.4,-0.7,-1.0000000000007032,0
0,-0.4,-0.7,1.0,0
0,-0.4,-0.7,1.0,0
0,0.0,-1.5,1.0,0
0,0.0,-1.5,1.0,0
0,0.0,-1.5,0.7782883085886438,0
0,0.0,-1.5,1.0,0
0,0.0,-1.5,0.9228196714937128,0
0,0.0,-1.5,0.11160793186781252,0
0,0.0,-1.5,0.29114192265289984,0
0,0.0,-1.5,0.15605949475296055,0
0,0.0,-1.5,0.1955125894499604,0
0,0.0,-1.5,-0.13168031994606014,0
-1,0.0,-1.5,-0.05479748721517572,0
-1,-0.25,-1.5,0.025498049220187287,0
0,-0.25,-1.5,0.3474049634789801,0
0,-0.25,-1.5,0.4766387814061336,0
0,-0.25,-1.5,0.45475896397523397,0
0,-0.25,-1.5,-0.04150041224332348,0
1,-0.25,-1.5,0.2975809531769663,0
1,-0.25,-1.5,0.5863198351489219,0
1,-0.25,-1.5,0.7418078140795619,0
1,-0.25,-1.5,0.31563475255866336,0
1,-0.25,-1.5,0.4763211062328948,0
1,-0.25,-1.5,0.537696020128747,0
1,-0.25,-1.5,0.11726752198483434,0
1,-0.25,-1.5,0.17420592168256258,0
1,-0.25,-1.5,0.4511171200684942,0
1,-0.25,-1.5,0.24884182095818672,0
1,-0.25,-1.5,0.2766247470959993,0
1,-0.25,-1.5,0.7135937140711597,0
1,-0.25,-1.5,0.3583268541893869,0
0,-0.25,-1.5,-0.020484822339679697,0
0,0.0,-1.5,0.21732264668345652,0
-1,0.0,-1.5,0.08445989690302257,0
-1,0.0,-1.5,0.04081860833138426,0
-1,0.0,-1.5,-0.49082679800306245,0
-1,0.0,-1.5,-0.22773986186814585,0
-1,0.0,-1.5,0.29542460988362235,0
0,0.0,-1.5,0.45417489320733023,0
-1,0.0,-1.5,-0.014346483074243788,0
-1,0.0,-1.5,0.07767475346334426,-1
0,0.0,-1.5,0.1104165206103503,-1
1,0.0,-1.5,0.12106286091909042,-1
1,0.0,-1.5,0.13020485412423174,0
0,0.0,-1.5,0.5642076132143921,-1
0,0.0,-1.5,0.3467971637294532,0
0,0.0,-1.5,0.27114377858081284,0
-1,0.0,-1.5,-0.5690690215635864,0
-1,0.0,-1.5,-0.8393904896540465,0
-1,0.0,-1.5,-1.0,0
-1,0.0,-1.5,-0.6469201925478856,0
-1,0.0,-1.5,-0.8324016466657636,0
-1,0.0,-1.5,-0.6006156532228365,0
-1,0.0,-1.5,-0.6926862335563285,0
-1,0.0,-1.5,-0.18615235128645685,0
0,0.0,-1.5,0.4109699666561506,-1
0,0.0,-1.5,0.06652988789564405,0
0,0.0,-1.5,-0.47652360712265696,0
0,0.0,-1.5,-0.3940142178535245,0
0,0.0,-1.5,-0.0038597968239886048,0
0,0.0,-1.5,-0.508553684535675,0
0,0.0,-1.5,-0.8437324863799143,0
0,0.0,-1.5,-0.7383051673174776,0
0,0.0,-1.5,-1.0,0
0,0.0,-1.5,-1.0,0
0,0.0,-1.5,-1.0,0
0,0.0,-1.5,-1.0,0
0,0.0,-1.5,-0.5372669699123824,0
-1,0.0,-1.5,-0.7254208689189996,0
0,0.0,-1.5,-1.0,0
0,0.0,-0.7,-1.0000000000000422,0
-1,0.0,-0.7,-1.0,0
-1,0.0,-0.7,-0.8758772363408093,0
-1,0.0,-0.7,-0.7991746053457687,0
-1,0.0,-0.7,-0.7331515337532261,0
-1,0.0,-1.5,-0.5172530429674572,0
0,0.0,-1.5,-0.2648584972771098,0
1,0.0,-1.5,-0.169074233845738,0
1,0.0,-0.7,-0.2187324273229129,0
1,0.0,-0.39999999999999997,-0.09251687209372796,0
1,0.0,-0.39999999999999997,-0.09193630499734297,0
1,0.0,-0.39999999999999997,-0.26700328953250274,0
1,0.0,-0.39999999999999997,-0.3328335884028538,0
1,0.0,-0.39999999999999997,-0.5023954822024135,0
1,0.0,-0.7,-0.7664454698875253,0
-1,0.0,-0.39999999999999997,-0.8705388167015025,0
-1,0.0,-0.39999999999999997,-0.6347768620183228,0
-1,0.0,-0.39999999999999997,-0.7258869594317746,0
-1,0.0,-0.7,-0.7186509046060011,0
0,0.0,-1.5,-0.31278524383576073,0
0,0.0,-1.5,0.12125313663869901,0
1,0.0,-1.5,-0.01609201767096466,0
1,0.0,-0.6,0.058718802122366326,0
1,0.0,-1.5,-0.29032194577838294,0
1,0.0,-1.5,-0.41083444409614434,0
1,0.0,-1.5,-0.7010315011742707,0
1,0.0,-1.5,-0.4802426817148326,0
0,0.0,-1.5,-0.7725652718901831,0
0,0.0,-1.5,-0.6804218747447479,0
0,0.0,-1.5,-1.0,0
0,0.0,-1.5,-1.0,0
0,0.0,-1.5,-0.9567239146237918,0
0,0.0,-1.5,-1.0,0
0,0.0,-1.5,-0.7602884733966662,0
0,0.0,-1.5,-0.6819774146906153,0
0,0.0,-1.5,-0.5468079581505974,0
-1,0.0,-1.5,-0.626815369156739,0
-1,0.0,-1.5,-0.5792881118486006,0
0,0.0,-1.5,-0.3503621749569501,0
0,0.0,-1.5,-0.4449846413322354,0
0,0.0,-1.5,-0.33190613805232877,0
0,0.0,-1.5,-0.36517204582554713,0
0,0.0,-1.5,-0.5544265369994152,0
0,0.0,-1.5,-0.23821260799637103,0
0,0.0,-1.5,-0.20043731667616854,0
1,0.0,-0.7,0.01568068448380902,0
1,0.0,-0.39999999999999997,0.24248912558163987,0
1,0.0,-0.39999999999999997,0.32941832228989,0
1,0.0,-0.39999999999999997,0.2914507200795398,0
0,0.0,0.4,0.30032416563676473,0
0,0.0,0.4,0.13515902767565025,0
0,0.0,0.7,0.22982599466341447,0
0,0.0,-0.39999999999999997,0.15122111446113093,0
0,0.0,-0.39999999999999997,-0.0842887522688513,0
0,0.0,-0.39999999999999997,-0.13784422811131214,0
-1,0.0,-0.7,-0.213951727756048,1
-1,0.0,-1.5,-0.35303773546183753,1
0,0.0,-1.5,-0.6955596680880397,1
0,0.0,-1.5,-0.6240180008573467,1
0,0.0,-1.5,-0.5377218192211726,1
0,0.0,-1.5,-0.47387521245284403,1
0,0.0,-1.5,-0.5791496703044018,1
0,0.0,-1.5,-0.5883648104539891,1
0,0.0,-1.5,-0.550250136613327,1
0,0.0,-1.5,-0.33710665286410313,1
0,0.0,-1.5,-0.2559472772874473,1
1,0.0,-1.5,0.024317152042221072,0
1,0.0,-0.6,0.07909090713051131,0
0,0.0,-0.6,-0.21188279621946493,1
0,0.0,-0.19999999999999996,0.1052073225578338,0
0,0.0,-0.19999999999999996,0.2610529676363557,0
0,0.0,0.10000000000000003,0.21319044932115042,0
0,0.0,0.4,0.2462327204468441,0
0,0.0,0.4,0.47982388966263395,0
0,0.0,0.4,0.40942378394849904,0
0,0.0,0.7,0.5724098288237665,0
0,0.0,1.5,0.5353204594567654,0
0,0.0,1.5,0.610725326364655,0
0,0.0,1.5,0.7126861415088683,0
0,0.0,1.5,0.6206942638900381,0
0,0.0,1.5,0.5976847373879284,0
0,0.0,1.5,0.6762235247586494,0
0,0.0,1.5,0.7469659605462523,0
0,0.0,1.5,0.7428199176804028,0
0,0.0,1.5,0.57180789197268,0
1,0.0,1.5,0.8385045777382982,0
1,0.0,1.5,0.7157748469307148,0
0,0.0,1.5,0.7392970099058691,0
1,0.0,1.5,0.884621240507973,-1
0,0.0,1.5,0.7507889954300305,0
0,0.0,1.5,0.5882944071517751,0
0,0.0,0.39999999999999997,0.7802010522381948,0
0,0.0,0.39999999999999997,0.8931113994764899,0
0,0.0,0.39999999999999997,0.9026036948879917,0
0,0.0,0.39999999999999997,0.9953466631354176,0
1,0.0,0.39999999999999997,1.0,-1
0,0.0,0.39999999999999997,0.8614788873388144,-1
-1,0.0,0.39999999999999997,0.7579994549224284,0
-1,0.0,0.39999999999999997,0.7297796398183745,-1
-1,0.0,0.39999999999999997,0.4855589813488817,0
-1,0.0,0.39999999999999997,0.4733249669176058,0
-1,0.0,0.39999999999999997,0.6485199767087364,0
-1,0.0,0.7,0.5837233430597938,0
-1,0.0,0.39999999999999997,0.5362686368984441,0
-1,0.0,0.39999999999999997,0.3384536843069257,0
-1,0.0,0.39999999999999997,0.12633147170092546,0
-1,0.0,0.39999999999999997,0.02416661340348993,0
-1,0.0,0.39999999999999997,0.06842961337612181,0
-1,0.0,0.7,-0.09802931871824885,0
-1,0.0,0.3,0.10214283291623812,0
-1,0.0,-0.10000000000000003,0.20260879577526075,0
-1,0.0,-0.4,0.19681743446297512,0
-1,0.0,-0.4,0.020688560977015526,0
-1,0.0,-0.4,-0.013565097505723394,0
-1,0.0,-0.4,-0.04780042451030345,0
-1,0.0,-0.4,-0.18069553897124976,0
-1,0.0,-0.4,-0.29511306762995526,0
0,0.0,-0.4,-0.3501985967763817,1
-1,0.0,-0.4,-0.297976121599207,1
0,0.0,-0.4,-0.08954303321355613,0
0,0.0,-0.4,-0.1368891385278654,0
1,0.0,-0.4,0.06090046978015703,0
1,0.0,-0.4,0.2836039558599834,0
1,0.0,-0.4,0.20347151764870483,0
1,0.0,-0.4,-0.02410998499861282,0
0,0.0,-0.4,-0.25747327616074495,0
0,0.0,-0.4,-0.20801649163596148,0
1,0.0,-0.4,-0.220589964633807,0
0,0.0,-0.4,-0.3235965579368161,0
0,0.0,-0.4,-0.25373291494420547,0
1,0.0,-0.4,-0.08626374379360076,0
1,0.0,-0.4,-0.026195303679663787,0
1,0.0,-1.5,0.1220472181493185,0
1,0.0,-1.5,-0.06217104571949066,0
1,0.0,-1.5,-0.018451114732984077,0
1,0.0,-1.5,-0.009532283373730726,0
1,0.0,-1.5,0.03654584037365411,0
1,0.0,-1.5,-0.020776101063360784,0
1,0.0,-1.5,-0.22577943968382225,1
1,0.0,-1.5,0.07673722719876187,0
1,0.0,-1.5,0.15027483824684962,0
1,0.0,-1.5,0.3153885198216909,0
1,0.0,-1.5,0.5076304327021058,0
1,0.0,-1.5,0.5357885039801923,0
1,0.0,-1.5,0.2073483441340982,0
1,0.0,-1.5,0.26715186894019516,0
1,0.0,-1.5,0.39948350091790236,0
1,0.0,-1.5,0.6902410410274138,0
1,0.0,-0.7,0.8128507964003899,0
1,0.0,-0.39999999999999997,0.752545726849325,0
1,0.0,-0.39999999999999997,0.6282823748796118,0
0,0.0,-0.39999999999999997,0.7397155122820421,0
0,0.0,-0.39999999999999997,0.6692883861234119,0
0,0.0,-0.39999999999999997,0.7845791178644168,0
0,0.0,-0.39999999999999997,0.7024965462262809,0
0,0.0,-0.39999999999999997,0.6605833787167018,0
-1,0.0,-0.39999999999999997,0.43607235025964564,0
-1,0.0,-0.39999999999999997,0.6376440203958436,0
0,0.0,-0.39999999999999997,0.6029342600776942,0
0,0.0,-0.7,0.6573687598810953,0
-1,0.0,-1.5,0.7043500740661987,0
-1,0.0,-1.5,0.4147582812358794,0
-1,0.0,-1.5,0.5125517825939693,0
-1,0.0,-1.5,0.4943830938415685,0
-1,0.0,-1.5,0.35232284363145067,0
-1,0.0,-1.5,0.5033803710447468,0
-1,0.0,-1.5,0.7156136645670186,0
-1,0.0,-1.5,0.8712941676149565,0
0,0.0,-1.5,0.8338472734968169,0
-1,0.0,-1.5,0.6169875680363949,0
-1,0.0,-1.5,0.5972432143856292,0
-1,0.0,-1.5,0.3984803743389181,0
-1,0.0,-1.5,0.5424024777138272,0
-1,0.0,-1.5,0.49227812939821336,0
-1,0.0,-1.5,0.4506581153208829,0
-1,0.0,-1.5,0.24001280096873995,0
-1,0.0,-1.5,0.2210499950263601,0
-1,0.0,-1.5,0.22624564423781035,0
-1,0.0,-1.5,0.26501571076623626,0
-1,0.0,-1.5,0.4195218043238496,0
-1,0.0,-1.5,0.322680495574319,0
-1,0.0,-1.5,0.3790643255391092,0
-1,0.0,-1.5,0.32463875986281204,0
-1,0.0,-1.5,0.2668433074828405,0
-1,0.0,-1.5,0.3038805477993499,1
-1,0.0,-1.5,0.0004628839519109165,1
0,0.0,-1.5,0.17104985695289537,1
0,0.0,-1.5,0.2378432702452048,1
0,0.0,-1.5,0.46406349770707184,0
0,0.0,-1.5,0.22626595921856668,0
0,0.0,-1.5,0.01625692888775192,1
0,0.0,-1.5,0.13244610040648036,0
0,0.0,-1.5,-0.1229302762908165,1
0,0.0,-1.5,0.43678823250252174,0
1,0.0,-1.5,0.2675270512388126,0
1,0.0,-1.5,0.20169126992289052,1
1,0.0,-1.5,0.42706682764076725,1
1,0.0,-1.5,0.6320632339131672,0
0,0.0,-1.5,0.7528189042712805,0
1,0.0,-1.5,0.7870461042667015,0
1,0.0,-1.5,0.6825417985257674,0
1,0.0,-1.5,0.499468549212596,0
1,0.0,-1.5,0.5804461428071479,0
1,0.0,-1.5,0.40315080476198567,1
1,0.0,-1.5,0.5052393676256289,0
1,0.0,-1.5,0.8046142958891095,0
1,0.0,-0.7,0.8604791424256623,0
1,0.0,-0.7,1.0,0
1,0.0,-1.5,0.8125493932981925,0
1,0.0,-1.5,0.6960943381058959,0
1,0.0,-1.5,0.8997032555109182,0
1,0.0,-1.5,0.8386309100807817,0
1,0.0,-1.5,0.8571385224036734,0
1,0.0,-1.5,0.8570574255678992,0
1,0.0,-1.5,1.0,0
1,0.0,-1.5,0.9842217196793461,0
1,0.0,-1.5,1.0,0
1,0.0,-1.5,0.9169566844048623,0
1,0.0,-1.5,0.7827067244135336,0
1,0.0,-1.5,0.4956050167950845,0
0,0.0,-1.5,0.6408426856887293,0
0,0.0,-1.5,0.5116517005055237,0
0,0.0,-1.5,0.5027799595017964,0
0,0.0,-1.5,0.6312925825483119,0
-1,0.0,-1.5,0.6540040939440797,0
-1,0.0,-1.5,0.8461398386289063,0
0,0.0,-1.5,0.9183768543548696,0
0,0.0,-1.5,0.8579531369140047,0
0,0.0,-1.5,0.8695407357446215,0
-1,0.0,-1.5,0.7322068764754432,0
-1,0.0,-1.5,0.6814026304240135,0
-1,0.0,-1.5,0.7941742413684305,-1
-1,0.0,-1.5,0.7267737388785128,0
-1,0.0,-1.5,0.8792141783542151,0
-1,0.0,-1.5,0.7498847105599686,0
-1,0.0,-1.5,0.7700767176513513,0
-1,0.0,-1.5,0.857606040041313,0
-1,0.0,-1.5,0.7603715315619444,0
-1,0.0,-1.5,0.8873361285065672,0
-1,0.0,-1.5,0.7325472419581605,0
-1,0.0,-1.5,0.6732863720921611,0
-1,0.0,-1.5,0.37762565083605143,0
-1,0.0,-1.5,0.5251337602707279,0
-1,0.0,-1.5,0.631582886573192,0
-1,0.0,-1.5,0.5159169413608595,0
-1,0.0,-1.5,0.6090056078266837,0
-1,0.0,-1.5,0.5792130449424543,0
-1,0.0,-1.5,0.6979501098756943,-1
-1,0.0,-1.5,0.6696533292224391,0
-1,0.0,-1.5,0.5969561561481016,1
0,0.0,-1.5,0.5408233342543243,1
0,0.0,-1.5,0.2474611278263113,1
0,0.0,-1.5,0.26022076656595367,1
0,0.0,-1.5,0.25594438057773633,1
0,0.0,-1.5,0.38835868320222555,0
0,0.0,-1.5,0.46011178470721725,0
-1,0.0,-1.5,0.34859240109495854,1
-1,0.0,-1.5,0.29351789512529514,1
-1,0.0,-1.5,0.3610970856675917,1
0,0.0,-1.5,0.24194133601153917,1
0,0.0,-1.5,0.21359861563691257,1
0,0.0,-1.5,0.013734284375958005,1
0,0.0,-1.5,0.3383818454011886,1
0,0.0,-1.5,0.19252065935160242,1
0,0.0,-1.5,0.2825909881829643,1
1,0.0,-1.5,0.30918178530766277,1
1,0.0,-1.5,0.4233703750280332,0
1,0.0,-1.5,0.5824972414586608,0
1,0.0,-1.5,0.6522707879247261,0
1,0.0,-1.5,0.5220835873664406,0
1,0.0,-1.5,0.7606281709367566,0
1,0.0,-1.5,0.9208973145435291,0
1,0.0,-0.7,0.8709748871232909,0
1,0.0,-0.39999999999999997,0.8788056251334246,0
1,0.0,-0.39999999999999997,0.9732117552950833,0
1,0.0,-0.39999999999999997,0.7181423482321005,0
1,0.0,-0.39999999999999997,0.7000589673418449,0
0,0.0,-0.39999999999999997,-0.2730233633100944,1
1,0.0,-0.39999999999999997,1.0,0
1,0.0,-0.39999999999999997,1.0,0
1,0.0,-0.39999999999999997,1.0,0
1,0.0,-0.39999999999999997,0.7209267811860559,0
1,0.0,-0.39999999999999997,0.8365529898598054,0
1,0.0,-1.5,0.6487085061780836,0
1,0.0,-1.5,0.7017832847773383,0
1,0.0,-1.5,0.6838556246247343,1
1,0.0,-1.5,0.8402086763212219,0
1,0.0,-0.3,0.7802272367586869,1
1,0.0,0.4,0.9519012964107587,1
1,0.0,0.4,1.0,1
1,0.0,0.4,0.9630430102198969,1
1,0.0,0.4,1.0,1
1,0.0,0.4,1.0,1
1,0.0,0.4,0.7058141757434108,1
0,0.0,0.4,0.6348037973394974,1
-1,0.0,0.4,0.8159493086162337,0
-1,0.0,0.4,0.4561808577144389,1
-1,0.0,0.4,0.5268101480807749,1
-1,0.0,0.4,0.5606999462956745,1
-1,0.0,-0.19999999999999996,0.652631915072481,1
-1,0.0,-0.19999999999999996,0.6493206321020097,1
-1,0.0,-0.6,0.716082924015991,1
-1,0.0,-1.5,0.7028913957071157,1
-1,0.0,-1.5,0.0,1
-1,0.0,-1.5,1.0,0
