macd_signal,rsi_signal,stoch_signal,status_signal,output
-1,1.5,0.7,0.5562496822390558,0
-1,1.5,0.7,0.5422891567643753,0
-1,1.5,0.7,0.5290216265975316,0
0,0.65,0.7,0.6132256390698321,0
0,0.65,1.5,0.6159133008254938,0
0,1.5,1.5,0.8340673072292765,0
0,1.5,1.5,0.7860395167610499,0
0,1.5,1.5,0.8525773647278597,0
0,1.5,1.5,0.9670050925401937,0
0,1.5,1.5,1.0,0
0,1.5,1.5,0.9786017596289728,0
0,1.5,1.5,0.7536124095704514,0
0,1.5,1.5,0.7892395994234982,0
-1,1.5,1.5,0.7603033766161906,0
-1,1.5,1.5,0.6840178103389843,0
-1,1.5,0.7,0.6380506819639553,0
-1,1.5,0.39999999999999997,0.8177307215274232,0
-1,1.5,0.39999999999999997,0.7720146645744893,0
-1,1.5,0.39999999999999997,0.7920901394250177,0
-1,1.5,0.39999999999999997,0.770848001231748,0
-1,0.65,0.0,0.8604349285764986,0
